///直播源本地路径：clan://localhost/ITVBox/tv/tvonline.txt
//直播源在线路径：http://itv.22m.top/ITVBox/tv/tvonline.txt
//diyp专用版epg：http://diyp1.112114.xyz/

//北京联通组播IP端口：coolcat.synology.me:4022
//河北联通组播IP端口：60.7.56.33:4000
//天津联通组播IP端口：ha.xushining.com:50000
//港澳频道token：631170156121436
//虎牙直播：http://159.75.85.63:35455/huya/
//斗鱼直播1线：http://zzy789.xyz/douyu1.php?id= 
//斗鱼直播2线：http://159.75.85.63:35455/douyu/ 

🇨🇳央视频道,#genre#
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$黑龙江移动IPV4
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$黑龙江移动IPV4
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$黑龙江移动IPV4
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$黑龙江移动IPV4
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$黑龙江移动IPV4
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$黑龙江移动IPV4
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$黑龙江移动IPV4
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$黑龙江移动IPV4
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$黑龙江移动IPV4
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$黑龙江移动IPV4
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$黑龙江移动IPV4
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$黑龙江移动IPV4
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$黑龙江移动IPV4
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8$黑龙江移动IPV4
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$黑龙江移动IPV4
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$黑龙江移动IPV4
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$黑龙江移动IPV4
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$黑龙江移动IPV4
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$黑龙江移动IPV4
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$黑龙江移动IPV4
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$黑龙江移动IPV4
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$黑龙江移动IPV4
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$黑龙江移动IPV4
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8$黑龙江移动IPV4
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$黑龙江移动IPV4
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8$黑龙江移动IPV4
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$黑龙江移动IPV4
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8$黑龙江移动IPV4
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8$黑龙江移动IPV4
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8$黑龙江移动IPV4
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$黑龙江移动IPV4

//湖南IPV6
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010224/1.m3u8$湖南IPV6
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8$湖南IPV6
江苏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010225/1.m3u8$湖南IPV6
东方卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010219/1.m3u8$湖南IPV6
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8$湖南IPV6
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/1.m3u8$湖南IPV6
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010218/1.m3u8$湖南IPV6
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u8$湖南IPV6
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u8$湖南IPV6
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u8$湖南IPV6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/1.m3u8$湖南IPV6
安徽卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/1.m3u8$湖南IPV6
山东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/1.m3u8$湖南IPV6
江西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010060/1.m3u8$湖南IPV6
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/1.m3u8$湖南IPV6
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u8$湖南IPV6
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010223/1.m3u8$湖南IPV6
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/1.m3u8$湖南IPV6
辽宁卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010061/1.m3u8$湖南IPV6
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010222/1.m3u8$湖南IPV6
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8$湖南IPV6
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8$湖南IPV6
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8$湖南IPV6

//山东移动IPV6
东南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000310/index.m3u8?IASHttpSessionId=$山东移动IPV6
东方卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000309/index.m3u8?IASHttpSessionId=$山东移动IPV6
云南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000367/index.m3u8?IASHttpSessionId=$山东移动IPV6
北京卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000302/index.m3u8?IASHttpSessionId=$山东移动IPV6
吉林卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000363/index.m3u8?IASHttpSessionId=$山东移动IPV6
四川卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000348/index.m3u8?IASHttpSessionId=$山东移动IPV6
天津卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000327/index.m3u8?IASHttpSessionId=$山东移动IPV6
安徽卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000328/index.m3u8?IASHttpSessionId=$山东移动IPV6
广东卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000307/index.m3u8?IASHttpSessionId=$山东移动IPV6
广西卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000368/index.m3u8?IASHttpSessionId=$山东移动IPV6
江苏卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000304/index.m3u8?IASHttpSessionId=$山东移动IPV6
江西卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000335/index.m3u8?IASHttpSessionId=$山东移动IPV6
河北卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000330/index.m3u8?IASHttpSessionId=$山东移动IPV6
河南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000369/index.m3u8?IASHttpSessionId=$山东移动IPV6
浙江卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000305/index.m3u8?IASHttpSessionId=$山东移动IPV6
海南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000347/index.m3u8?IASHttpSessionId=$山东移动IPV6
深圳卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000308/index.m3u8?IASHttpSessionId=$山东移动IPV6
湖北卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000325/index.m3u8?IASHttpSessionId=$山东移动IPV6
湖南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000324/index.m3u8?IASHttpSessionId=$山东移动IPV6
甘肃卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000349/index.m3u8?IASHttpSessionId=$山东移动IPV6
贵州卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000329/index.m3u8?IASHttpSessionId=$山东移动IPV6
辽宁卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000326/index.m3u8?IASHttpSessionId=$山东移动IPV6
重庆卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000341/index.m3u8?IASHttpSessionId=$山东移动IPV6
青海卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000366/index.m3u8?IASHttpSessionId=$山东移动IPV6
黑龙江卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000306/index.m3u8?IASHttpSessionId=$山东移动IPV6
三沙卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000078/index.m3u8?IASHttpSessionId=$山东移动IPV6
兵团卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000071/index.m3u8?IASHttpSessionId=$山东移动IPV6
内蒙古卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000040/index.m3u8?IASHttpSessionId=$山东移动IPV6
厦门卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000075/index.m3u8?IASHttpSessionId=$山东移动IPV6
宁夏卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000043/index.m3u8?IASHttpSessionId=$山东移动IPV6
山西卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000032/index.m3u8?IASHttpSessionId=$山东移动IPV6
延边卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000668/index.m3u8?IASHttpSessionId=$山东移动IPV6
新疆卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000044/index.m3u8?IASHttpSessionId=$山东移动IPV6
西藏卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000045/index.m3u8?IASHttpSessionId=$山东移动IPV6
农林卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000072/index.m3u8?IASHttpSessionId=$山东移动IPV6
陕西卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000029/index.m3u8?IASHttpSessionId=$山东移动IPV6

//北京联通组播IP端口：coolcat.synology.me:4022
北京卫视,http://coolcat.synology.me:4022/rtp/239.3.1.241:8000$北京联通组播
湖南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.132:8012$北京联通组播
东方卫视,http://coolcat.synology.me:4022/rtp/239.3.1.136:8032$北京联通组播
浙江卫视,http://coolcat.synology.me:4022/rtp/239.3.1.137:8036$北京联通组播
江苏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.135:8028$北京联通组播
深圳卫视,http://coolcat.synology.me:4022/rtp/239.3.1.134:8020$北京联通组播
广东卫视,http://coolcat.synology.me:4022/rtp/239.3.1.142:8048$北京联通组播
安徽卫视,http://coolcat.synology.me:4022/rtp/239.3.1.211:8064$北京联通组播
天津卫视,http://coolcat.synology.me:4022/rtp/239.3.1.141:1234$北京联通组播
重庆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.122:8160$北京联通组播
山东卫视,http://coolcat.synology.me:4022/rtp/239.3.1.209:8052$北京联通组播
河北卫视,http://coolcat.synology.me:4022/rtp/239.3.1.148:8072$北京联通组播
辽宁卫视,http://coolcat.synology.me:4022/rtp/239.3.1.210:8056$北京联通组播
湖北卫视,http://coolcat.synology.me:4022/rtp/239.3.1.138:8044$北京联通组播
吉林卫视,http://coolcat.synology.me:4022/rtp/239.3.1.240:8172$北京联通组播
贵州卫视,http://coolcat.synology.me:4022/rtp/239.3.1.149:8076$北京联通组播
东南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.156:8148$北京联通组播
江西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.123:8164$北京联通组播
海南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.45:8304$北京联通组播
云南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.26:8108$北京联通组播
兵团卫视,http://coolcat.synology.me:4022/rtp/239.3.1.144:4120$北京联通组播
厦门卫视,http://coolcat.synology.me:4022/rtp/239.3.1.143:4120$北京联通组播
四川卫视,http://coolcat.synology.me:4022/rtp/239.3.1.29:8288$北京联通组播
宁夏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.46:8124$北京联通组播
山西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.42:8172$北京联通组播
广西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.39:8300$北京联通组播
新疆卫视,http://coolcat.synology.me:4022/rtp/239.3.1.48:8160$北京联通组播
河南卫视,http://coolcat.synology.me:4022/rtp/239.3.1.27:8128$北京联通组播
甘肃卫视,http://coolcat.synology.me:4022/rtp/239.3.1.49:8188$北京联通组播
西藏卫视,http://coolcat.synology.me:4022/rtp/239.3.1.47:8164$北京联通组播
三沙卫视,http://coolcat.synology.me:4022/rtp/239.3.1.155:4120$北京联通组播
陕西卫视,http://coolcat.synology.me:4022/rtp/239.3.1.41:8140$北京联通组播
青海卫视,http://coolcat.synology.me:4022/rtp/239.3.1.44:8184$北京联通组播
内蒙古卫视,http://coolcat.synology.me:4022/rtp/239.3.1.43:8176$北京联通组播
黑龙江卫视,http://coolcat.synology.me:4022/rtp/239.3.1.133:8016$北京联通组播

//河北联通组播IP端口：60.7.56.33:4000
湖南卫视,http://60.7.56.33:4000/rtp/239.253.92.84:8015$河北联通组播
浙江卫视,http://60.7.56.33:4000/rtp/239.253.92.90:8020$河北联通组播
江苏卫视,http://60.7.56.33:4000/rtp/239.253.92.88:8018$河北联通组播
北京卫视,http://60.7.56.33:4000/rtp/239.253.92.87:8014$河北联通组播
东南卫视,http://60.7.56.33:4000/rtp/239.253.92.201:6146$河北联通组播
东方卫视,http://60.7.56.33:4000/rtp/239.253.92.89:8019$河北联通组播
天津卫视,http://60.7.56.33:4000/rtp/239.253.92.91:8021$河北联通组播
深圳卫视,http://60.7.56.33:4000/rtp/239.253.92.86:8017$河北联通组播
山东卫视,http://60.7.56.33:4000/rtp/239.253.92.207:8109$河北联通组播
广东卫视,http://60.7.56.33:4000/rtp/239.253.92.206:8108$河北联通组播
黑龙江卫视,http://60.7.56.33:4000/rtp/239.253.92.85:8016$河北联通组播
辽宁卫视,http://60.7.56.33:4000/rtp/239.253.92.115:6056$河北联通组播
安徽卫视,http://60.7.56.33:4000/rtp/239.253.92.209:6566$河北联通组播
湖北卫视,http://60.7.56.33:4000/rtp/239.253.92.210:6567$河北联通组播
四川卫视,http://60.7.56.33:4000/rtp/239.253.92.16:6043$河北联通组播
重庆卫视,http://60.7.56.33:4000/rtp/239.253.92.10:6053$河北联通组播
河南卫视,http://60.7.56.33:4000/rtp/239.253.92.137:6144$河北联通组播
广西卫视,http://60.7.56.33:4000/rtp/239.253.92.76:8043$河北联通组播
贵州卫视,http://60.7.56.33:4000/rtp/239.253.92.105:6055$河北联通组播
江西卫视,http://60.7.56.33:4000/rtp/239.253.92.19:6145$河北联通组播
吉林卫视,http://60.7.56.33:4000/rtp/239.253.92.202:6147$河北联通组播
海南卫视,http://60.7.56.33:4000/rtp/239.253.93.155:6323$河北联通组播


//天津联通组播IP端口：ha.xushining.com:50000
安徽卫视,http://ha.xushining.com:50000/udp/225.1.1.127:5002$天津联通组播
北京卫视,http://ha.xushining.com:50000/udp/225.1.1.113:5002$天津联通组播
东方卫视,http://ha.xushining.com:50000/udp/225.1.2.31:5002$天津联通组播
甘肃卫视,http://ha.xushining.com:50000/udp/225.1.1.30:5002$天津联通组播
广东卫视,http://ha.xushining.com:50000/udp/225.1.1.116:5002$天津联通组播
深圳卫视,http://ha.xushining.com:50000/udp/225.1.1.117:5002$天津联通组播
贵州卫视,http://ha.xushining.com:50000/udp/225.1.2.28:5002$天津联通组播
海南卫视,http://ha.xushining.com:50000/udp/225.1.2.82:5002$天津联通组播
三沙卫视,http://ha.xushining.com:50000/udp/225.1.2.181:5002$天津联通组播
河南卫视,http://ha.xushining.com:50000/udp/225.1.2.61:5002$天津联通组播
黑龙江卫视,http://ha.xushining.com:50000/udp/225.1.1.115:5002$天津联通组播
湖北卫视,http://ha.xushining.com:50000/udp/225.1.1.147:5002$天津联通组播
湖南卫视,http://ha.xushining.com:50000/udp/225.1.1.114:5002$天津联通组播
吉林卫视,http://ha.xushining.com:50000/udp/225.1.2.26:5002$天津联通组播
江苏卫视,http://ha.xushining.com:50000/udp/225.1.1.126:5002$天津联通组播
江西卫视,http://ha.xushining.com:50000/udp/225.1.2.29:5002$天津联通组播
辽宁卫视,http://ha.xushining.com:50000/udp/225.1.1.154:5002$天津联通组播
内蒙古卫视,http://ha.xushining.com:50000/udp/225.1.1.32:5002$天津联通组播
宁夏卫视,http://ha.xushining.com:50000/udp/225.1.1.56:5002$天津联通组播
青海卫视,http://ha.xushining.com:50000/udp/225.1.1.54:5002$天津联通组播
山西卫视,http://ha.xushining.com:50000/udp/225.1.1.50:5002$天津联通组播
陕西卫视,http://ha.xushining.com:50000/udp/225.1.1.41:5002$天津联通组播
四川卫视,http://ha.xushining.com:50000/udp/225.1.1.123:5002$天津联通组播
西藏卫视,http://ha.xushining.com:50000/udp/225.1.1.51:5002$天津联通组播
新疆卫视,http://ha.xushining.com:50000/udp/225.1.1.35:5002$天津联通组播
兵团卫视,http://ha.xushining.com:50000/udp/225.1.1.57:5002$天津联通组播
广西卫视,http://ha.xushining.com:50000/udp/225.1.2.81:5002$天津联通组播
云南卫视,http://ha.xushining.com:50000/udp/225.1.1.61:5002$天津联通组播
浙江卫视,http://ha.xushining.com:50000/udp/225.1.1.112:5002$天津联通组播
重庆卫视,http://ha.xushining.com:50000/udp/225.1.1.155:5002$天津联通组播
河北卫视,http://ha.xushining.com:50000/udp/225.1.2.27:5002$天津联通组播

🇨🇳中国移动,#genre#
 CCTV 1, http://gslbserv.itv.cmvideo.cn:80/6000000001000029752/1.m3u8?channel-id=wasusyt&Contentid=6000000001000029752&livemode=1&stbId=IPTV
 CCTV 1 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000004000002226/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=IPTV
 CCTV 1 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265001/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=IPTV
 CCTV 2, http://gslbserv.itv.cmvideo.cn:80/1000000001000023315/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=IPTV
 CCTV 2 50 FPS, http://gslbserv.itv.cmvideo.cn:80/6000000001000014161/1.m3u8?channel-id=wasusyt&Contentid=6000000001000014161&livemode=1&stbId=IPTV
 CCTV 2 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000001000023315/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=IPTV
 CCTV 3, http://gslbserv.itv.cmvideo.cn:80/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=IPTV
 CCTV 3 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=IPTV
 CCTV 4 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=IPTV
 CCTV 4 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265004/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=IPTV
 CCTV 5, http://gslbserv.itv.cmvideo.cn:80/1000000005000025222/1.m3u8?channel-id=ystenlive&Contentid=1000000005000025222&livemode=1&stbId=IPTV
 CCTV 5 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=IPTV
 CCTV 5+, http://gslbserv.itv.cmvideo.cn:80/6000000001000015875/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=IPTV
 CCTV 5+ HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=IPTV
 CCTV 6, http://gslbserv.itv.cmvideo.cn:80/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=IPTV
 CCTV 6 50 FPS, http://gslbserv.itv.cmvideo.cn:80/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=IPTV
 CCTV 6 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=IPTV
 CCTV 7, http://gslbserv.itv.cmvideo.cn:80/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=IPTV
 CCTV 7 50 FPS, http://gslbserv.itv.cmvideo.cn:80/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=IPTV
 CCTV 7 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=IPTV
 CCTV 8, http://gslbserv.itv.cmvideo.cn:80/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=IPTV
 CCTV 8 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=IPTV
 CCTV 9, http://gslbserv.itv.cmvideo.cn:80/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=IPTV
 CCTV 9 50 FPS, http://gslbserv.itv.cmvideo.cn:80/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=IPTV
 CCTV 9 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=IPTV
 CCTV 10, http://gslbserv.itv.cmvideo.cn:80/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=IPTV
 CCTV 10 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=IPTV
 CCTV 10 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=IPTV
 CCTV 11 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=IPTV
 CCTV 11 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=IPTV
 CCTV 12, http://gslbserv.itv.cmvideo.cn:80/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=IPTV
 CCTV 12 50 FPS, http://gslbserv.itv.cmvideo.cn:80/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=IPTV
 CCTV 12 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=IPTV
 CCTV 13 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=IPTV
 CCTV 14, http://gslbserv.itv.cmvideo.cn:80/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=IPTV
 CCTV 14 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=IPTV
 CCTV 14 HEVC, http://gslbserv.itv.cmvideo.cn:80/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=IPTV
 CCTV 15 50 FPS, http://gslbserv.itv.cmvideo.cn:80/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=IPTV
